timestamp,robot_id,sigma_x,sigma_y,sigma_theta
1763489578.506971,4,0.982221,0.944807,0.551216
1763489578.506971,5,0.206285,0.197180,0.132200
1763489581.507392,1,0.345809,0.348395,0.362382
1763489581.507392,2,0.255314,0.524357,0.308907
1763489581.507392,3,0.271805,0.209914,0.134872
1763489581.507392,4,0.859277,0.848960,0.536990
1763489581.507392,5,0.278344,0.231099,0.162358
1763489584.507422,1,0.301156,0.249196,0.213551
1763489584.507422,2,0.381527,0.232609,0.190334
1763489584.507422,3,0.307132,0.262123,0.149763
1763489584.507422,4,0.896186,0.829823,0.561293
1763489584.507422,5,0.399876,0.272179,0.186079
1763489587.508110,1,0.327122,0.236304,0.193974
1763489587.508110,2,0.417258,0.210914,0.208467
1763489587.508110,3,0.334853,0.270121,0.158208
1763489587.508110,4,0.989329,0.917719,0.640590
1763489587.508110,5,0.409512,0.261603,0.172248
1763489590.507766,1,0.364026,0.284703,0.253337
1763489590.507766,2,0.415486,0.186247,0.195528
1763489590.507766,3,0.316230,0.250724,0.141459
1763489590.507766,4,1.124857,1.062536,0.744145
1763489590.507766,5,0.326597,0.274893,0.159599
1763489593.507206,1,0.351795,0.226318,0.214158
1763489593.507206,2,0.427722,0.259638,0.271079
1763489593.507206,3,0.322991,0.225464,0.146314
1763489593.507206,4,1.220573,1.167505,0.823556
1763489593.507206,5,0.476331,0.328083,0.205594
1763489596.507243,1,0.395003,0.221895,0.242243
1763489596.507243,2,0.461686,0.296334,0.234693
1763489596.507243,3,0.342742,0.241887,0.149299
1763489596.507243,4,1.308559,1.263697,0.896796
1763489596.507243,5,0.380599,0.345887,0.180994
1763489599.507282,1,0.217524,0.327576,0.145478
1763489599.507282,2,0.624298,0.416727,0.320385
1763489599.507282,3,0.372849,0.281567,0.176354
1763489599.507282,4,1.392045,1.354532,0.965269
1763489599.507282,5,0.367910,0.328071,0.187820
1763489602.508288,1,0.170181,0.219067,0.133515
1763489602.508288,2,0.795456,0.647823,0.477647
1763489602.508288,3,0.312044,0.199099,0.132254
1763489602.508288,4,0.391020,0.452620,0.984566
1763489602.508288,5,0.320843,0.324053,0.165914
1763489605.507951,1,0.334020,0.407317,0.232353
1763489605.507951,2,0.920062,0.797715,0.581503
1763489605.507951,3,0.368646,0.271295,0.168784
1763489605.507951,4,0.355321,0.428450,1.040047
1763489605.507951,5,0.413924,0.336733,0.198934
1763489608.507323,1,0.477622,0.300795,0.427178
1763489608.507323,2,0.709154,0.560208,0.286704
1763489608.507323,3,0.286211,0.195163,0.116100
1763489608.507323,4,0.294288,0.281255,0.289733
1763489608.507323,5,0.590003,0.406803,0.247409
1763489611.508612,1,0.259309,0.260246,0.193692
1763489611.508612,2,0.428457,0.211416,0.152286
1763489611.508612,3,0.359621,0.246456,0.145474
1763489611.508612,4,0.317591,0.266687,0.240095
1763489611.508612,5,0.388842,0.377715,0.194966
1763489614.507158,1,0.197618,0.322613,0.160905
1763489614.507158,2,0.350699,0.232184,0.161538
1763489614.507158,3,0.297655,0.187618,0.119327
1763489614.507158,4,0.274793,0.232133,0.205588
1763489614.507158,5,0.412271,0.335124,0.200828
1763489617.507706,1,0.216470,0.257090,0.178925
1763489617.507706,2,0.280864,0.233783,0.170666
1763489617.507706,3,0.299396,0.287842,0.149901
1763489617.507706,4,0.242851,0.198921,0.137144
1763489617.507706,5,0.542451,0.381875,0.231070
1763489620.506894,1,0.251633,0.276336,0.252174
1763489620.506894,2,0.285121,0.213129,0.159165
1763489620.506894,3,0.362122,0.381261,0.185771
1763489620.506894,4,0.272756,0.234942,0.149030
1763489620.506894,5,0.664302,0.451714,0.267804
1763489623.508027,1,0.359090,0.225965,0.175251
1763489623.508027,2,0.220225,0.222114,0.151519
1763489623.508027,3,0.321038,0.400312,0.176354
1763489623.508027,4,0.335272,0.235232,0.194802
1763489623.508027,5,0.477614,0.254765,0.212694
1763489626.506039,1,0.325695,0.186611,0.147088
1763489626.506039,2,0.239407,0.201225,0.154930
1763489626.506039,3,0.363900,0.390153,0.170055
1763489626.506039,4,0.331425,0.214043,0.190664
1763489626.506039,5,0.303563,0.294173,0.163192
1763489629.509650,1,0.346105,0.204358,0.154080
1763489629.509650,2,0.232499,0.185118,0.143985
1763489629.509650,3,0.292643,0.310312,0.146966
1763489629.509650,4,0.307890,0.232521,0.186641
1763489629.509650,5,0.393520,0.250113,0.194861
1763489632.506726,1,0.342145,0.247761,0.176647
1763489632.506726,2,0.231362,0.205957,0.158248
1763489632.506726,3,0.270581,0.282690,0.135725
1763489632.506726,4,0.271176,0.211477,0.177170
1763489632.506726,5,0.600283,0.349004,0.241477
1763489635.507226,1,0.314603,0.263585,0.182636
1763489635.507226,2,0.299955,0.263045,0.188153
1763489635.507226,3,0.343288,0.355498,0.154756
1763489635.507226,4,0.286316,0.226840,0.188845
1763489635.507226,5,0.515552,0.353145,0.226768
1763489638.507113,1,0.343575,0.205841,0.176548
1763489638.507113,2,0.262288,0.220637,0.205316
1763489638.507113,3,0.352503,0.377074,0.153066
1763489638.507113,4,0.296160,0.216279,0.183575
1763489638.507113,5,0.591663,0.395406,0.242439
1763489641.511484,1,0.322186,0.178218,0.155434
1763489641.511484,2,0.321654,0.281564,0.275928
1763489641.511484,3,0.327184,0.285720,0.127974
1763489641.511484,4,0.275635,0.210651,0.181279
1763489641.511484,5,0.672657,0.437914,0.261697
1763489644.508844,1,0.254156,0.175360,0.146467
1763489644.508844,2,0.402696,0.315733,0.261399
1763489644.508844,3,0.325631,0.300442,0.142307
1763489644.508844,4,0.281655,0.211326,0.181058
1763489644.508844,5,0.711853,0.468385,0.273001
1763489647.506694,1,0.338561,0.246487,0.204965
1763489647.506694,2,0.354355,0.269566,0.227042
1763489647.506694,3,0.315212,0.314872,0.140506
1763489647.506694,4,0.279147,0.224305,0.188344
1763489647.506694,5,0.303952,0.309013,0.165194
1763489650.507462,1,0.337056,0.281785,0.263350
1763489650.507462,2,0.398075,0.285588,0.249358
1763489650.507462,3,0.318756,0.330109,0.151153
1763489650.507462,4,0.285058,0.222976,0.186429
1763489650.507462,5,0.465137,0.336911,0.212261
